id,prefixe,type_entite1,infixe,type_entite2,suffixe,expression_complete
5047,ph de,NOUN,de,NOUN,,"ph de [NOUN] de [NOUN] "
5048,,ADJ,,NOUN,de terpène," [ADJ]  [NOUN] de terpène"
5049,,NOUN,de,NOUN,de Canada," [NOUN] de [NOUN] de Canada"
5050,,NOUN,de,NOUN,américain Navindra Seeram," [NOUN] de [NOUN] américain Navindra Seeram"
5051,,NOUN,de le,NOUN,McGill en 2015," [NOUN] de le [NOUN] McGill en 2015"
5052,concentré de,NOUN,de,NOUN,,"concentré de [NOUN] de [NOUN] "
5053,,NOUN,plus vulnérable à,NOUN,," [NOUN] plus vulnérable à [NOUN] "
5054,équipe de,NOUN,de le,NOUN,Laval,équipe de [NOUN] de le [NOUN] Laval
5055,le saupoudrer de,NOUN,,NOUN,,"le saupoudrer de [NOUN]  [NOUN] "
5056,,NOUN,,ADJ,de sauce froid," [NOUN]  [ADJ] de sauce froid"
5057,,NOUN,simple de,NOUN,froid," [NOUN] simple de [NOUN] froid"
5058,recette simple de,NOUN,,ADJ,,"recette simple de [NOUN]  [ADJ] "
5059,région de,PROPN,Borders,PROPN,,"région de [PROPN] Borders [PROPN] "
5060,,NOUN,,ADJ,au colcannon irlandais," [NOUN]  [ADJ] au colcannon irlandais"
5061,être servir en,NOUN,de un,NOUN,principal,être servir en [NOUN] de un [NOUN] principal
5062,,NOUN,de,NOUN,par de," [NOUN] de [NOUN] par de"
5063,,NOUN,de,NOUN,de collège donaldson," [NOUN] de [NOUN] de collège donaldson"
5064,,NOUN,de recette de,NOUN,donaldson pour," [NOUN] de recette de [NOUN] donaldson pour"
5065,,ADJ,,NOUN,de programme," [ADJ]  [NOUN] de programme"
5066,,NOUN,,ADJ,en Europe," [NOUN]  [ADJ] en Europe"
5067,,NOUN,ovale en,NOUN,de pétale," [NOUN] ovale en [NOUN] de pétale"
5068,,NOUN,rugueux sur un,NOUN,afin," [NOUN] rugueux sur un [NOUN] afin"
5069,,NOUN,,ADJ,traditionnellement québécois," [NOUN]  [ADJ] traditionnellement québécois"
5070,,NOUN,culinaire belge,ADJ,de," [NOUN] culinaire belge [ADJ] de"
5071,,NOUN,,ADJ,typiquement hivernal," [NOUN]  [ADJ] typiquement hivernal"
5072,enfin mélanger au,ADJ,,NOUN,,"enfin mélanger au [ADJ]  [NOUN] "
5073,choix de,NOUN,de,NOUN,ferme,choix de [NOUN] de [NOUN] ferme
5074,choix de,NOUN,de terre,ADJ,,"choix de [NOUN] de terre [ADJ] "
5075,,NOUN,,ADJ,de quartier bourgeois," [NOUN]  [ADJ] de quartier bourgeois"
5076,,NOUN,plus,ADJ,de outremeus," [NOUN] plus [ADJ] de outremeus"
5077,assaisonne de,NOUN,de,NOUN,,"assaisonne de [NOUN] de [NOUN] "
5078,,NOUN,de,NOUN,on," [NOUN] de [NOUN] on"
5079,habituel jusque au,ADJ,,NOUN,,"habituel jusque au [ADJ]  [NOUN] "
5080,être utiliser en,NOUN,,ADJ,depuis,être utiliser en [NOUN]  [ADJ] depuis
5081,,NOUN,,ADJ,pour le," [NOUN]  [ADJ] pour le"
5082,,NOUN,de,NOUN,immédiatement," [NOUN] de [NOUN] immédiatement"
5083,tartare,NOUN,,ADJ,mariner dans eau,tartare [NOUN]  [ADJ] mariner dans eau
5084,,NOUN,,NOUN,de vinaigre," [NOUN]  [NOUN] de vinaigre"
5085,,NOUN,à le,NOUN,on en," [NOUN] à le [NOUN] on en"
5086,,NOUN,,ADJ,Horace," [NOUN]  [ADJ] Horace"
5087,résumer à,NOUN,de,NOUN,dur,résumer à [NOUN] de [NOUN] dur
5088,à jaune de,NOUN,,ADJ,,"à jaune de [NOUN]  [ADJ] "
5089,mayonnaise monter à,NOUN,de,NOUN,dur,mayonnaise monter à [NOUN] de [NOUN] dur
5090,y coupe de,ADJ,,NOUN,blanc nouveau,y coupe de [ADJ]  [NOUN] blanc nouveau
5091,coupe de petit,NOUN,,ADJ,nouveau,coupe de petit [NOUN]  [ADJ] nouveau
5092,,NOUN,simple,NOUN,avec moutarde," [NOUN] simple [NOUN] avec moutarde"
5093,simple,NOUN,avec,NOUN,,"simple [NOUN] avec [NOUN] "
5094,,ADJ,,NOUN,dune sauce excellent," [ADJ]  [NOUN] dune sauce excellent"
5095,,NOUN,rangpur le,NOUN,de Canton," [NOUN] rangpur le [NOUN] de Canton"
5096,,NOUN,,ADJ,de cédrat," [NOUN]  [ADJ] de cédrat"
5097,,NOUN,hybride de,NOUN,," [NOUN] hybride de [NOUN] "
5098,il en exister,ADJ,,NOUN,,"il en exister [ADJ]  [NOUN] "
5099,,NOUN,de plusieurs,NOUN,de agrume étroitement," [NOUN] de plusieurs [NOUN] de agrume étroitement"
5100,Afrique jusque en,PROPN,de,PROPN,,"Afrique jusque en [PROPN] de [PROPN] "
5101,,NOUN,le,NOUN,de Canton en," [NOUN] le [NOUN] de Canton en"
5102,,NOUN,,NOUN,de Santal au," [NOUN]  [NOUN] de Santal au"
5103,,NOUN,de Canton,NOUN,cantonais," [NOUN] de Canton [NOUN] cantonais"
5104,,NOUN,de,NOUN,de Osbeck," [NOUN] de [NOUN] de Osbeck"
5105,divers,NOUN,,NOUN,,"divers [NOUN]  [NOUN] "
5106,,PROPN,taitensi,NOUN,× limonia," [PROPN] taitensi [NOUN] × limonia"
5107,,NOUN,globulaire à,NOUN,épais," [NOUN] globulaire à [NOUN] épais"
5108,,NOUN,très,NOUN,," [NOUN] très [NOUN] "
5109,,PROPN,×,NOUN,var," [PROPN] × [NOUN] var"
5110,de où de,ADJ,,NOUN,,"de où de [ADJ]  [NOUN] "
5111,,NOUN,sauvage petit,NOUN,," [NOUN] sauvage petit [NOUN] "
5112,doux être sans,NOUN,à,NOUN,parfois avec amertume,doux être sans [NOUN] à [NOUN] parfois avec amertume
5113,,NOUN,de,NOUN,au Brésil," [NOUN] de [NOUN] au Brésil"
5114,utiliser en,NOUN,,ADJ,,"utiliser en [NOUN]  [ADJ] "
5115,,NOUN,en,NOUN,avec," [NOUN] en [NOUN] avec"
5116,extérieur,NOUN,un,NOUN,très agréable,extérieur [NOUN] un [NOUN] très agréable
5117,,NOUN,un,NOUN,anti-inflammatoire," [NOUN] un [NOUN] anti-inflammatoire"
5118,,NOUN,de,NOUN,shahe," [NOUN] de [NOUN] shahe"
5119,,NOUN,de,NOUN,assaisonné," [NOUN] de [NOUN] assaisonné"
5120,,NOUN,de,NOUN,hoisin," [NOUN] de [NOUN] hoisin"
5121,,ADJ,,NOUN,fort de," [ADJ]  [NOUN] fort de"
5122,,ADJ,,NOUN,populaire à Singapour," [ADJ]  [NOUN] populaire à Singapour"
5123,,ADJ,,NOUN,à Riau," [ADJ]  [NOUN] à Riau"
5124,sauce de,NOUN,,ADJ,,"sauce de [NOUN]  [ADJ] "
5125,également,NOUN,,ADJ,,"également [NOUN]  [ADJ] "
5126,triplement étoilé au,NOUN,,PROPN,en 2025,triplement étoilé au [NOUN]  [PROPN] en 2025
5127,de être finalement,ADJ,pour le,NOUN,marchand,de être finalement [ADJ] pour le [NOUN] marchand
5128,,NOUN,,ADJ,avant de tout," [NOUN]  [ADJ] avant de tout"
5129,dapprentissage auprès de,ADJ,,NOUN,Michel Bras,dapprentissage auprès de [ADJ]  [NOUN] Michel Bras
5130,de grand chef,PROPN,Bras,PROPN,Troisgros,de grand chef [PROPN] Bras [PROPN] Troisgros
5131,il obtenir deux,NOUN,au,NOUN,Michelin en 2019,il obtenir deux [NOUN] au [NOUN] Michelin en 2019
5132,deux étoile au,NOUN,,PROPN,en 2019,deux étoile au [NOUN]  [PROPN] en 2019
5133,troisième,NOUN,au,NOUN,Michelin,troisième [NOUN] au [NOUN] Michelin
5134,troisième étoile au,NOUN,,PROPN,,"troisième étoile au [NOUN]  [PROPN] "
5135,américain constituer de,NOUN,de,NOUN,haché cuit,américain constituer de [NOUN] de [NOUN] haché cuit
5136,américain constituer de,NOUN,de bœuf haché,ADJ,,"américain constituer de [NOUN] de bœuf haché [ADJ] "
5137,,NOUN,,PROPN,par exemple," [NOUN]  [PROPN] par exemple"
5138,,NOUN,de ce,NOUN,encore chaud," [NOUN] de ce [NOUN] encore chaud"
5139,,NOUN,de,NOUN,depuis au moins," [NOUN] de [NOUN] depuis au moins"
5140,,NOUN,de le,PROPN,au xviesiècle," [NOUN] de le [PROPN] au xviesiècle"
5141,,NOUN,de le,PROPN,vers," [NOUN] de le [PROPN] vers"
5142,,NOUN,de Clark au,PROPN,," [NOUN] de Clark au [PROPN] "
5143,année au,NOUN,de,NOUN,,"année au [NOUN] de [NOUN] "
5144,,NOUN,sans,NOUN,en France," [NOUN] sans [NOUN] en France"
5145,,NOUN,sans tête en,PROPN,," [NOUN] sans tête en [PROPN] "
5146,,NOUN,de,NOUN,birman," [NOUN] de [NOUN] birman"
5147,,NOUN,typique de le,NOUN,de," [NOUN] typique de le [NOUN] de"
5148,généralement de,ADJ,,NOUN,de bœuf,généralement de [ADJ]  [NOUN] de bœuf
5149,,NOUN,,ADJ,de kachumbari," [NOUN]  [ADJ] de kachumbari"
5150,fort,NOUN,,ADJ,bordeaux,fort [NOUN]  [ADJ] bordeaux
5151,fort,NOUN,rouge,ADJ,,"fort [NOUN] rouge [ADJ] "
5152,,NOUN,,ADJ,notamment," [NOUN]  [ADJ] notamment"
5153,,NOUN,,ADJ,local de," [NOUN]  [ADJ] local de"
5154,un de douze,NOUN,,ADJ,de,un de douze [NOUN]  [ADJ] de
5155,un de douze,NOUN,traditionnel de le,NOUN,de réveillon de,un de douze [NOUN] traditionnel de le [NOUN] de réveillon de
5156,,NOUN,de,NOUN,de Noël polonais," [NOUN] de [NOUN] de Noël polonais"
5157,table de,NOUN,de,PROPN,polonais,table de [NOUN] de [PROPN] polonais
5158,se différencier de,NOUN,,ADJ,par,se différencier de [NOUN]  [ADJ] par
5159,bortsch venir de,NOUN,,ADJ,de,bortsch venir de [NOUN]  [ADJ] de
5160,nom,NOUN,frais,NOUN,dans,nom [NOUN] frais [NOUN] dans
5161,avoir demander au,NOUN,,ADJ,de,avoir demander au [NOUN]  [ADJ] de
5162,guerre de,NOUN,entrer le deux,NOUN,,"guerre de [NOUN] entrer le deux [NOUN] "
5163,liste de,NOUN,,ADJ,immatériel de,liste de [NOUN]  [ADJ] immatériel de
5164,liste de,NOUN,culturel,ADJ,de,liste de [NOUN] culturel [ADJ] de
5165,de,NOUN,plus ou moins,ADJ,,"de [NOUN] plus ou moins [ADJ] "
5166,,NOUN,bilimbi le,NOUN,tamarin," [NOUN] bilimbi le [NOUN] tamarin"
5167,,NOUN,aubergine,NOUN,pistache," [NOUN] aubergine [NOUN] pistache"
5168,comme,NOUN,de,NOUN,,"comme [NOUN] de [NOUN] "
5169,,NOUN,sans,NOUN,de," [NOUN] sans [NOUN] de"
5170,pour blanchir en,NOUN,de le,NOUN,de,pour blanchir en [NOUN] de le [NOUN] de
5171,type de,NOUN,de,NOUN,de vache originaire,type de [NOUN] de [NOUN] de vache originaire
5172,de fromage de,NOUN,de,NOUN,originaire de,de fromage de [NOUN] de [NOUN] originaire de
5173,littéralement en français,ADJ,,NOUN,frit,littéralement en français [ADJ]  [NOUN] frit
5174,chinois lors de,ADJ,,NOUN,,"chinois lors de [ADJ]  [NOUN] "
5175,,NOUN,de,PROPN,de Sud," [NOUN] de [PROPN] de Sud"
5176,deux,NOUN,,ADJ,,"deux [NOUN]  [ADJ] "
5177,,NOUN,de deux,NOUN,méchant," [NOUN] de deux [NOUN] méchant"
5178,forme de deux,NOUN,,ADJ,,"forme de deux [NOUN]  [ADJ] "
5179,,NOUN,,ADJ,de you tiao," [NOUN]  [ADJ] de you tiao"
5180,,NOUN,de,NOUN,alimentaire," [NOUN] de [NOUN] alimentaire"
5181,,NOUN,de,NOUN,croquant napper de," [NOUN] de [NOUN] croquant napper de"
5182,vendre dans presque,ADJ,le,NOUN,de Indonésie,vendre dans presque [ADJ] le [NOUN] de Indonésie
5183,,NOUN,,ADJ,de Java," [NOUN]  [ADJ] de Java"
5184,,ADJ,,NOUN,légèrement similaire de," [ADJ]  [NOUN] légèrement similaire de"
5185,charrette de,NOUN,,ADJ,,"charrette de [NOUN]  [ADJ] "
5186,style indonésien de,NOUN,,ADJ,,"style indonésien de [NOUN]  [ADJ] "
5187,établissement utiliser différent,NOUN,de,NOUN,à arachide,établissement utiliser différent [NOUN] de [NOUN] à arachide
5188,par exemple de,NOUN,de,NOUN,pour,par exemple de [NOUN] de [NOUN] pour
5189,être composer de,NOUN,,ADJ,frite,être composer de [NOUN]  [ADJ] frite
5190,,NOUN,,ADJ,indonésien ne," [NOUN]  [ADJ] indonésien ne"
5191,nom de,NOUN,de,NOUN,indonésien,nom de [NOUN] de [NOUN] indonésien
5192,,ADJ,,NOUN,de portugais," [ADJ]  [NOUN] de portugais"
5193,,NOUN,,ADJ,en Indonésie," [NOUN]  [ADJ] en Indonésie"
5194,chou remplir de,NOUN,,ADJ,,"chou remplir de [NOUN]  [ADJ] "
5195,communément remplir de,NOUN,,ADJ,à,communément remplir de [NOUN]  [ADJ] à
5196,,ADJ,,NOUN,creux," [ADJ]  [NOUN] creux"
5197,,NOUN,de le,NOUN,original de Paris," [NOUN] de le [NOUN] original de Paris"
5198,,NOUN,saler vers un,NOUN,sucrer jusquau nombre," [NOUN] saler vers un [NOUN] sucrer jusquau nombre"
5199,nouveau,NOUN,le,NOUN,de Massialot,nouveau [NOUN] le [NOUN] de Massialot
5200,,NOUN,,ADJ,de crème avec," [NOUN]  [ADJ] de crème avec"
5201,,NOUN,,ADJ,de cuisine," [NOUN]  [ADJ] de cuisine"
5202,être mettre au,ADJ,,NOUN,dans,être mettre au [ADJ]  [NOUN] dans
5203,indication de petit,NOUN,garni de,NOUN,pâtissier,indication de petit [NOUN] garni de [NOUN] pâtissier
5204,chou garni de,NOUN,,ADJ,,"chou garni de [NOUN]  [ADJ] "
5205,garni de,NOUN,,ADJ,,"garni de [NOUN]  [ADJ] "
5206,juin 1891 à,PROPN,dans le,PROPN,de,juin 1891 à [PROPN] dans le [PROPN] de
5207,faible teneur en,NOUN,,ADJ,,"faible teneur en [NOUN]  [ADJ] "
5208,ce qui en,NOUN,un,NOUN,,"ce qui en [NOUN] un [NOUN] "
5209,,NOUN,priser de le,NOUN,sportif," [NOUN] priser de le [NOUN] sportif"
5210,développement de,NOUN,,ADJ,de,développement de [NOUN]  [ADJ] de
5211,développement de,NOUN,responsable de le,NOUN,,"développement de [NOUN] responsable de le [NOUN] "
5212,,NOUN,historique de,NOUN,de Harz," [NOUN] historique de [NOUN] de Harz"
5213,souvent sur de,NOUN,avec de,NOUN,,"souvent sur de [NOUN] avec de [NOUN] "
5214,,NOUN,,ADJ,de peuple Beti," [NOUN]  [ADJ] de peuple Beti"
5215,,NOUN,en,NOUN,local," [NOUN] en [NOUN] local"
5216,,NOUN,notamment de,NOUN,," [NOUN] notamment de [NOUN] "
5217,,NOUN,,ADJ,de gourd," [NOUN]  [ADJ] de gourd"
5218,de larachide en,ADJ,,NOUN,,"de larachide en [ADJ]  [NOUN] "
5219,,NOUN,de,NOUN,de Afrique central," [NOUN] de [NOUN] de Afrique central"
5220,,NOUN,,ADJ,de origine mexicain," [NOUN]  [ADJ] de origine mexicain"
5221,mexicain inscrire au,NOUN,,ADJ,immatériel de,mexicain inscrire au [NOUN]  [ADJ] immatériel de
5222,mexicain inscrire au,NOUN,culturel,ADJ,de,mexicain inscrire au [NOUN] culturel [ADJ] de
5223,dériver de,NOUN,,PROPN,ahuacatl,dériver de [NOUN]  [PROPN] ahuacatl
5224,,NOUN,,ADJ,préhispanique," [NOUN]  [ADJ] préhispanique"
5225,,NOUN,principal,NOUN,de guacamole," [NOUN] principal [NOUN] de guacamole"
5226,mille,NOUN,de,NOUN,,"mille [NOUN] de [NOUN] "
5227,,PROPN,de Sud,NOUN,producteur," [PROPN] de Sud [NOUN] producteur"
5228,manque de,NOUN,pour son propre,NOUN,,"manque de [NOUN] pour son propre [NOUN] "
5229,,NOUN,de un,NOUN,se," [NOUN] de un [NOUN] se"
5230,,NOUN,de,NOUN,en plastique biodégradable," [NOUN] de [NOUN] en plastique biodégradable"
5231,venir de,NOUN,,ADJ,sierra,venir de [NOUN]  [ADJ] sierra
5232,,NOUN,de le,NOUN,familial de," [NOUN] de le [NOUN] familial de"
5233,,NOUN,familial de quelque,NOUN,en altitude," [NOUN] familial de quelque [NOUN] en altitude"
5234,,NOUN,de le,NOUN,agroalimentaire espagnol issue," [NOUN] de le [NOUN] agroalimentaire espagnol issue"
5235,,NOUN,,ADJ,cuite au four," [NOUN]  [ADJ] cuite au four"
5236,,NOUN,avec le,PROPN,," [NOUN] avec le [PROPN] "
5237,,NOUN,taouk en,PROPN,," [NOUN] taouk en [PROPN] "
5238,mets de,NOUN,,ADJ,,"mets de [NOUN]  [ADJ] "
5239,,NOUN,libanais de le,NOUN,de Montréal," [NOUN] libanais de le [NOUN] de Montréal"
5240,,NOUN,à,NOUN,très léger," [NOUN] à [NOUN] très léger"
5241,,NOUN,à pâte très,ADJ,," [NOUN] à pâte très [ADJ] "
5242,,NOUN,aussi,ADJ,," [NOUN] aussi [ADJ] "
5243,de sucre en,NOUN,de,NOUN,,"de sucre en [NOUN] de [NOUN] "
5244,célèbre,NOUN,de le,NOUN,,"célèbre [NOUN] de le [NOUN] "
5245,,NOUN,au,NOUN,vanillé," [NOUN] au [NOUN] vanillé"
5246,,NOUN,,NOUN,petit à petit," [NOUN]  [NOUN] petit à petit"
5247,,NOUN,sur le,NOUN,de bas," [NOUN] sur le [NOUN] de bas"
5248,,NOUN,au,NOUN,sur celui de," [NOUN] au [NOUN] sur celui de"
5249,,NOUN,crémeux,NOUN,," [NOUN] crémeux [NOUN] "
5250,,NOUN,au,NOUN,de vache à," [NOUN] au [NOUN] de vache à"
5251,fromage au,NOUN,de,NOUN,à pâte,fromage au [NOUN] de [NOUN] à pâte
5252,fromage au,NOUN,de vache à,NOUN,,"fromage au [NOUN] de vache à [NOUN] "
5253,,NOUN,au,NOUN,dans," [NOUN] au [NOUN] dans"
5254,,ADJ,,NOUN,de genre Houttuynia," [ADJ]  [NOUN] de genre Houttuynia"
5255,seul,NOUN,de,NOUN,Houttuynia jusque en,seul [NOUN] de [NOUN] Houttuynia jusque en
5256,,NOUN,et aigu au,NOUN,," [NOUN] et aigu au [NOUN] "
5257,à,NOUN,en,NOUN,terminal avec quatre,à [NOUN] en [NOUN] terminal avec quatre
5258,à,NOUN,,ADJ,pâle,à [NOUN]  [ADJ] pâle
5259,passer de,NOUN,au,NOUN,,"passer de [NOUN] au [NOUN] "
5260,,ADJ,,NOUN,décoratif par," [ADJ]  [NOUN] décoratif par"
5261,grand,NOUN,,ADJ,par,grand [NOUN]  [ADJ] par
5262,surprenant,NOUN,de,NOUN,,"surprenant [NOUN] de [NOUN] "
5263,manger crue en,NOUN,de,NOUN,à base de,manger crue en [NOUN] de [NOUN] à base de
5264,de présence de,NOUN,de,NOUN,,"de présence de [NOUN] de [NOUN] "
5265,ragoût de,PROPN,de le,PROPN,,"ragoût de [PROPN] de le [PROPN] "
5266,tomate,NOUN,,PROPN,,"tomate [NOUN]  [PROPN] "
5267,en français,NOUN,de,NOUN,,"en français [NOUN] de [NOUN] "
5268,,NOUN,,ADJ,brésilien de état," [NOUN]  [ADJ] brésilien de état"
5269,,NOUN,typique,ADJ,de état de," [NOUN] typique [ADJ] de état de"
5270,,NOUN,de mocochinchi,NOUN,aussi," [NOUN] de mocochinchi [NOUN] aussi"
5271,,NOUN,par un,NOUN,ambulant," [NOUN] par un [NOUN] ambulant"
5272,,NOUN,original en,ADJ,Italian Beef Sandwich," [NOUN] original en [ADJ] Italian Beef Sandwich"
5273,,NOUN,,ADJ,américain emblématique de," [NOUN]  [ADJ] américain emblématique de"
5274,nombreux,NOUN,de le,NOUN,de Chicago,nombreux [NOUN] de le [NOUN] de Chicago
5275,utiliser lors de,NOUN,de,NOUN,pour,utiliser lors de [NOUN] de [NOUN] pour
5276,,ADJ,,NOUN,éthiopien plus simplifier," [ADJ]  [NOUN] éthiopien plus simplifier"
5277,de moins,ADJ,,NOUN,,"de moins [ADJ]  [NOUN] "
5278,fabriquer en,PROPN,,ADJ,,"fabriquer en [PROPN]  [ADJ] "
5279,,ADJ,,NOUN,de Amérique latin," [ADJ]  [NOUN] de Amérique latin"
5280,autre,NOUN,de,PROPN,latin,autre [NOUN] de [PROPN] latin
5281,autre pays de,PROPN,,ADJ,,"autre pays de [PROPN]  [ADJ] "
5282,aussi de,PROPN,de leche,NOUN,au lait,aussi de [PROPN] de leche [NOUN] au lait
5283,,NOUN,de Noël,NOUN,andalou," [NOUN] de Noël [NOUN] andalou"
5284,autre,NOUN,,ADJ,de origine arabe,autre [NOUN]  [ADJ] de origine arabe
5285,autre,NOUN,traditionnel de,NOUN,arabe,autre [NOUN] traditionnel de [NOUN] arabe
5286,friandise traditionnel de,NOUN,,ADJ,,"friandise traditionnel de [NOUN]  [ADJ] "
5287,,NOUN,de un,NOUN,compact," [NOUN] de un [NOUN] compact"
5288,,NOUN,de,NOUN,de Rio de," [NOUN] de [NOUN] de Rio de"
5289,référence apparaître en,PROPN,de,PROPN,,"référence apparaître en [PROPN] de [PROPN] "
5290,,NOUN,de,NOUN,local," [NOUN] de [NOUN] local"
5291,promotion de,NOUN,,ADJ,,"promotion de [NOUN]  [ADJ] "
5292,être décorer de,NOUN,,ADJ,,"être décorer de [NOUN]  [ADJ] "
5293,pour 36,NOUN,de,NOUN,,"pour 36 [NOUN] de [NOUN] "
5294,jusque à 34,NOUN,,ADJ,,"jusque à 34 [NOUN]  [ADJ] "
5295,,PROPN,del Estero en,PROPN,," [PROPN] del Estero en [PROPN] "
5296,confection de nombreux,NOUN,,ADJ,,"confection de nombreux [NOUN]  [ADJ] "
5297,,NOUN,de,NOUN,de veau," [NOUN] de [NOUN] de veau"
5298,substance de,NOUN,de,NOUN,,"substance de [NOUN] de [NOUN] "
5299,,NOUN,,ADJ,environ 4 heure," [NOUN]  [ADJ] environ 4 heure"
5300,déglaçage de,NOUN,de,NOUN,rôtie,déglaçage de [NOUN] de [NOUN] rôtie
5301,,NOUN,de,NOUN,brun de veau," [NOUN] de [NOUN] brun de veau"
5302,utiliser en,NOUN,de,NOUN,,"utiliser en [NOUN] de [NOUN] "
5303,,NOUN,de,NOUN,brun," [NOUN] de [NOUN] brun"
5304,composition de,NOUN,blanc de,NOUN,,"composition de [NOUN] blanc de [NOUN] "
5305,employé en,NOUN,de,NOUN,,"employé en [NOUN] de [NOUN] "
5306,petit,NOUN,en,NOUN,pour,petit [NOUN] en [NOUN] pour
5307,fonds de,NOUN,,ADJ,,"fonds de [NOUN]  [ADJ] "
5308,,NOUN,,ADJ,de coupelle," [NOUN]  [ADJ] de coupelle"
5309,élément populaire de,ADJ,,NOUN,à Singapour,élément populaire de [ADJ]  [NOUN] à Singapour
5310,,NOUN,de un,ADJ,à bord," [NOUN] de un [ADJ] à bord"
5311,recouvrir de,NOUN,,NOUN,,"recouvrir de [NOUN]  [NOUN] "
5312,sablé dans,NOUN,de pâtisserie en,PROPN,,"sablé dans [NOUN] de pâtisserie en [PROPN] "
5313,,NOUN,de,NOUN,incontestable," [NOUN] de [NOUN] incontestable"
5314,,PROPN,à,PROPN,," [PROPN] à [PROPN] "
5315,fourrant de,NOUN,de,NOUN,,"fourrant de [NOUN] de [NOUN] "
5316,biscuit saupoudrer de,NOUN,,NOUN,,"biscuit saupoudrer de [NOUN]  [NOUN] "
5317,,NOUN,,ADJ,de lunette de," [NOUN]  [ADJ] de lunette de"
5318,,NOUN,de,NOUN,de référence," [NOUN] de [NOUN] de référence"
5319,particulièrement apprécier au,NOUN,de,NOUN,,"particulièrement apprécier au [NOUN] de [NOUN] "
5320,,NOUN,,ADJ,allemand," [NOUN]  [ADJ] allemand"
5321,sac en,NOUN,,NOUN,,"sac en [NOUN]  [NOUN] "
5322,,ADJ,,NOUN,de sel," [ADJ]  [NOUN] de sel"
5323,,NOUN,,NOUN,saler," [NOUN]  [NOUN] saler"
5324,fort,NOUN,,ADJ,,"fort [NOUN]  [ADJ] "
5325,terme relatif à,NOUN,de,NOUN,,"terme relatif à [NOUN] de [NOUN] "
5326,type de,NOUN,de,NOUN,dans lempire romain,type de [NOUN] de [NOUN] dans lempire romain
5327,,NOUN,vétérinaire de,NOUN,," [NOUN] vétérinaire de [NOUN] "
5328,à partir de,ADJ,,NOUN,,"à partir de [ADJ]  [NOUN] "
5329,poisson de,ADJ,,NOUN,,"poisson de [ADJ]  [NOUN] "
5330,,NOUN,,ADJ,Anthime," [NOUN]  [ADJ] Anthime"
5331,de viscère de,NOUN,,ADJ,,"de viscère de [NOUN]  [ADJ] "
5332,additionner de,ADJ,,NOUN,,"additionner de [ADJ]  [NOUN] "
5333,,NOUN,de le,PROPN,actuel," [NOUN] de le [PROPN] actuel"
5334,,NOUN,sétablit entrer le,NOUN,de Iersiècleav," [NOUN] sétablit entrer le [NOUN] de Iersiècleav"
5335,rapporter de,ADJ,,NOUN,à létat romain,rapporter de [ADJ]  [NOUN] à létat romain
5336,autre,NOUN,comme le,NOUN,,"autre [NOUN] comme le [NOUN] "
5337,amphore de,ADJ,,NOUN,,"amphore de [ADJ]  [NOUN] "
5338,,NOUN,de le,NOUN,Morte dont on," [NOUN] de le [NOUN] Morte dont on"
5339,,NOUN,de variété,PROPN,," [NOUN] de variété [PROPN] "
5340,se fier au,NOUN,de,NOUN,de,se fier au [NOUN] de [NOUN] de
5341,,NOUN,de,NOUN,romain," [NOUN] de [NOUN] romain"
5342,,NOUN,dexcellent,NOUN,," [NOUN] dexcellent [NOUN] "
5343,,NOUN,de nombreux,NOUN,commercial sur," [NOUN] de nombreux [NOUN] commercial sur"
5344,,NOUN,,ADJ,de garum," [NOUN]  [ADJ] de garum"
5345,amphore de,NOUN,,ADJ,,"amphore de [NOUN]  [ADJ] "
5346,long col au,NOUN,,ADJ,,"long col au [NOUN]  [ADJ] "
5347,jusque à 50,NOUN,de,NOUN,,"jusque à 50 [NOUN] de [NOUN] "
5348,,ADJ,,NOUN,de garum," [ADJ]  [NOUN] de garum"
5349,de,NOUN,de,NOUN,selon,de [NOUN] de [NOUN] selon
5350,variété de,NOUN,de,NOUN,chinois,variété de [NOUN] de [NOUN] chinois
5351,,NOUN,espagnol,ADJ,," [NOUN] espagnol [ADJ] "
5352,teneur élevé en,NOUN,de,NOUN,pur,teneur élevé en [NOUN] de [NOUN] pur
5353,occasion de,NOUN,de le,PROPN,,"occasion de [NOUN] de le [PROPN] "
5354,deuxième plus ancien,NOUN,de,PROPN,,"deuxième plus ancien [NOUN] de [PROPN] "
5355,plus ancien de,PROPN,de,NOUN,dont,plus ancien de [PROPN] de [NOUN] dont
5356,Molson prendre,NOUN,de le,NOUN,de,Molson prendre [NOUN] de le [NOUN] de
5357,premier,NOUN,de,NOUN,en 1786,premier [NOUN] de [NOUN] en 1786
5358,très,ADJ,,NOUN,,"très [ADJ]  [NOUN] "
5359,,NOUN,de,NOUN,à vapeur," [NOUN] de [NOUN] à vapeur"
5360,servir tant au,NOUN,de son propre,NOUN,que à celui,servir tant au [NOUN] de son propre [NOUN] que à celui
5361,,NOUN,de luxueux,NOUN,mansion House," [NOUN] de luxueux [NOUN] mansion House"
5362,construction de,ADJ,,NOUN,mansion House,construction de [ADJ]  [NOUN] mansion House
5363,création de,ADJ,,NOUN,de fer au,création de [ADJ]  [NOUN] de fer au
5364,création de premier,NOUN,de,NOUN,au pays,création de premier [NOUN] de [NOUN] au pays
5365,,NOUN,,ADJ,à responsabilité limité," [NOUN]  [ADJ] à responsabilité limité"
